customer_id,pizza_name,category,size,order_id
CUST22373,Chicken Sausage,Chicken,Large,134167
CUST09883,Chicken Sausage,Chicken,Medium,134687
CUST06312,Chicken Dominator,Chicken,Personal,135268
CUST14081,Chicken Sausage,Chicken,Personal,135623
CUST13707,Chicken Dominator,Chicken,Personal,135919
CUST10841,Indi Tandoori Paneer,Veg,Medium,136513
CUST21702,Chicken Sausage,Chicken,Personal,136563
CUST05006,Farmhouse,Veg,Personal,137167
CUST15053,Chicken Sausage,Chicken,Regular,137303
CUST04574,Veg Extravaganza,Veg,Regular,137326
CUST21609,Margherita,Veg,Medium,137336
CUST01682,Indi Chicken Tikka,Chicken,Regular,137748
CUST18399,Indi Tandoori Paneer,Veg,Personal,138175
CUST16949,Chicken Dominator,Chicken,Regular,138433
CUST06232,Cheese n Corn,Veg,Large,138649
CUST14027,Indi Tandoori Paneer,Veg,Regular,138784
CUST09804,Farmhouse,Veg,Regular,138832
CUST01538,Margherita,Veg,Large,138968
CUST24624,Chicken Sausage,Chicken,Personal,139093
CUST09059,Indi Chicken Tikka,Chicken,Medium,139225
CUST17952,Chicken Sausage,Chicken,Large,139716
CUST12566,Cheese n Corn,Veg,Regular,139912
CUST23640,Chicken Dominator,Chicken,Personal,141120
CUST22714,Cheese n Corn,Veg,Regular,141889
CUST02921,Indi Tandoori Paneer,Veg,Medium,142326
CUST08394,Paneer Makhani,Veg,Regular,142550
CUST21100,Indi Chicken Tikka,Chicken,Personal,142729
CUST01326,Margherita,Veg,Personal,142735
CUST06235,Indi Tandoori Paneer,Veg,Regular,143331
CUST11596,Indi Chicken Tikka,Chicken,Large,143830
CUST09226,Chicken Dominator,Chicken,Large,143928
CUST21295,Veg Extravaganza,Veg,Medium,144174
CUST15231,Chicken Sausage,Chicken,Personal,144453
CUST05318,Indi Chicken Tikka,Chicken,Large,144784
CUST24760,Veg Extravaganza,Veg,Medium,144933
CUST17926,Margherita,Veg,Medium,144968
CUST24543,Veg Extravaganza,Veg,Personal,145407
CUST12780,Paneer Makhani,Veg,Medium,145886
CUST14175,Indi Tandoori Paneer,Veg,Regular,145953
CUST24245,Chicken Sausage,Chicken,Medium,146317
CUST17001,Margherita,Veg,Medium,146806
CUST01323,Farmhouse,Veg,Large,146975
CUST13247,Pepper Barbecue Chicken,Chicken,Personal,147723
CUST06957,Indi Tandoori Paneer,Veg,Large,148140
CUST11378,Chicken Dominator,Chicken,Personal,148242
CUST22411,Paneer Makhani,Veg,Medium,148266
CUST22921,Paneer Makhani,Veg,Large,148610
CUST12927,Paneer Makhani,Veg,Large,148926
CUST17325,Paneer Makhani,Veg,Large,149175
CUST16013,Indi Tandoori Paneer,Veg,Medium,149963
CUST10778,Margherita,Veg,Large,100312
CUST24887,Cheese n Corn,Veg,Medium,100331
CUST08917,Chicken Dominator,Chicken,Regular,100857
CUST06778,Cheese n Corn,Veg,Regular,100919
CUST19555,Veg Extravaganza,Veg,Large,101112
CUST09310,Veg Extravaganza,Veg,Personal,101262
CUST10976,Margherita,Veg,Medium,101354
CUST05565,Cheese n Corn,Veg,Personal,101988
CUST13442,Indi Chicken Tikka,Chicken,Personal,102324
CUST03374,Paneer Makhani,Veg,Medium,102373
CUST09905,Margherita,Veg,Medium,102707
CUST22266,Cheese n Corn,Veg,Medium,103198
CUST07770,Farmhouse,Veg,Regular,103223
CUST05848,Paneer Makhani,Veg,Medium,103294
CUST07398,Chicken Sausage,Chicken,Personal,103522
CUST03056,Chicken Dominator,Chicken,Regular,103983
CUST18866,Pepper Barbecue Chicken,Chicken,Personal,104146
CUST02484,Cheese n Corn,Veg,Personal,104288
CUST11930,Indi Tandoori Paneer,Veg,Regular,104622
CUST02614,Chicken Dominator,Chicken,Large,104710
CUST18390,Paneer Makhani,Veg,Personal,104870
CUST04221,Veg Extravaganza,Veg,Large,105529
CUST18590,Chicken Sausage,Chicken,Medium,106342
CUST14517,Margherita,Veg,Personal,106661
CUST13373,Margherita,Veg,Large,106971
CUST07206,Margherita,Veg,Large,107931
CUST08145,Pepper Barbecue Chicken,Chicken,Large,108390
CUST20610,Paneer Makhani,Veg,Large,109139
CUST04254,Margherita,Veg,Personal,109887
CUST10252,Margherita,Veg,Medium,109904
CUST06644,Chicken Dominator,Chicken,Personal,110032
CUST14155,Cheese n Corn,Veg,Personal,110102
CUST23210,Chicken Dominator,Chicken,Large,111021
CUST02995,Pepper Barbecue Chicken,Chicken,Regular,112435
CUST12305,Pepper Barbecue Chicken,Chicken,Large,112749
CUST23902,Chicken Sausage,Chicken,Personal,113190
CUST13646,Indi Tandoori Paneer,Veg,Regular,113899
CUST13624,Chicken Sausage,Chicken,Large,114014
CUST13929,Margherita,Veg,Large,114016
CUST24184,Farmhouse,Veg,Large,114027
CUST24042,Margherita,Veg,Regular,114556
CUST10560,Margherita,Veg,Personal,114613
CUST05149,Chicken Dominator,Chicken,Large,114962
CUST06978,Farmhouse,Veg,Regular,115165
CUST19981,Pepper Barbecue Chicken,Chicken,Large,115298
CUST06469,Indi Tandoori Paneer,Veg,Personal,115464
CUST22201,Indi Chicken Tikka,Chicken,Regular,115530
CUST20724,Cheese n Corn,Veg,Medium,117270
CUST24970,Farmhouse,Veg,Large,118726
CUST07723,Veg Extravaganza,Veg,Medium,119576
CUST05966,Cheese n Corn,Veg,Regular,119956
CUST15407,Chicken Dominator,Chicken,Regular,120021
CUST15275,Indi Tandoori Paneer,Veg,Regular,120141
CUST24309,Chicken Sausage,Chicken,Medium,120304
CUST22092,Pepper Barbecue Chicken,Chicken,Large,120383
CUST12309,Margherita,Veg,Personal,121280
CUST03368,Margherita,Veg,Large,121607
CUST18420,Paneer Makhani,Veg,Medium,121609
CUST14638,Margherita,Veg,Personal,122583
CUST07109,Pepper Barbecue Chicken,Chicken,Regular,123139
CUST01190,Indi Chicken Tikka,Chicken,Regular,123149
CUST20488,Pepper Barbecue Chicken,Chicken,Medium,123280
CUST14743,Farmhouse,Veg,Medium,123371
CUST10734,Cheese n Corn,Veg,Personal,123943
CUST15632,Cheese n Corn,Veg,Personal,124096
CUST12753,Veg Extravaganza,Veg,Personal,124236
CUST22814,Chicken Sausage,Chicken,Medium,124258
CUST15704,Chicken Dominator,Chicken,Large,125487
CUST18602,Chicken Sausage,Chicken,Medium,125744
CUST23665,Farmhouse,Veg,Medium,125867
CUST14631,Veg Extravaganza,Veg,Large,126575
CUST06506,Margherita,Veg,Medium,126842
CUST20579,Chicken Dominator,Chicken,Regular,127168
CUST20313,Cheese n Corn,Veg,Large,127709
CUST14627,Margherita,Veg,Large,127864
CUST13223,Indi Tandoori Paneer,Veg,Regular,127957
CUST12845,Chicken Sausage,Chicken,Regular,127960
CUST06919,Indi Chicken Tikka,Chicken,Regular,129593
CUST09468,Chicken Sausage,Chicken,Medium,130041
CUST24238,Veg Extravaganza,Veg,Large,130065
CUST21635,Indi Tandoori Paneer,Veg,Regular,130274
CUST02866,Chicken Sausage,Chicken,Medium,130512
CUST16185,Farmhouse,Veg,Personal,130529
CUST22668,Veg Extravaganza,Veg,Personal,130720
CUST23033,Paneer Makhani,Veg,Regular,130797
CUST09867,Margherita,Veg,Large,131492
CUST19122,Veg Extravaganza,Veg,Regular,131668
CUST07238,Margherita,Veg,Personal,132013
CUST16033,Pepper Barbecue Chicken,Chicken,Large,132226
CUST04500,Indi Tandoori Paneer,Veg,Large,132834
CUST19394,Chicken Sausage,Chicken,Regular,133807
CUST02632,Chicken Sausage,Chicken,Large,133884
CUST12287,Cheese n Corn,Veg,Personal,135063
CUST01226,Farmhouse,Veg,Large,135769
CUST08010,Farmhouse,Veg,Personal,136131
CUST24343,Veg Extravaganza,Veg,Regular,136298
CUST04492,Veg Extravaganza,Veg,Personal,136679
CUST03390,Chicken Dominator,Chicken,Regular,136992
CUST16224,Indi Chicken Tikka,Chicken,Regular,137392
CUST22294,Indi Chicken Tikka,Chicken,Personal,137621
CUST08146,Indi Chicken Tikka,Chicken,Medium,137665
CUST10164,Indi Tandoori Paneer,Veg,Regular,137716
CUST07804,Veg Extravaganza,Veg,Large,138298
CUST21804,Paneer Makhani,Veg,Medium,139011
CUST14113,Cheese n Corn,Veg,Personal,139468
CUST21138,Farmhouse,Veg,Large,139512
CUST07331,Chicken Dominator,Chicken,Personal,140157
CUST10076,Indi Tandoori Paneer,Veg,Medium,140644
CUST09920,Margherita,Veg,Regular,140893
CUST23381,Cheese n Corn,Veg,Regular,141115
CUST09631,Chicken Sausage,Chicken,Regular,141765
CUST18193,Veg Extravaganza,Veg,Medium,143685
CUST12716,Farmhouse,Veg,Medium,143901
CUST09110,Farmhouse,Veg,Personal,144058
CUST11936,Veg Extravaganza,Veg,Regular,144137
CUST11678,Indi Tandoori Paneer,Veg,Personal,144409
CUST03828,Veg Extravaganza,Veg,Large,145426
CUST14924,Veg Extravaganza,Veg,Medium,145450
CUST20863,Paneer Makhani,Veg,Large,145620
CUST22637,Chicken Dominator,Chicken,Medium,146399
CUST18776,Paneer Makhani,Veg,Regular,146954
CUST15910,Cheese n Corn,Veg,Regular,147080
CUST07970,Pepper Barbecue Chicken,Chicken,Medium,147144
CUST02159,Chicken Dominator,Chicken,Personal,148166
CUST07992,Margherita,Veg,Personal,148386
CUST11457,Chicken Dominator,Chicken,Medium,148925
CUST20110,Indi Chicken Tikka,Chicken,Large,149228
CUST12198,Cheese n Corn,Veg,Personal,149313
CUST23701,Chicken Sausage,Chicken,Personal,149659
CUST17222,Paneer Makhani,Veg,Large,149720
CUST07002,Chicken Sausage,Chicken,Large,149783
CUST15542,Indi Tandoori Paneer,Veg,Large,100483
CUST04800,Indi Tandoori Paneer,Veg,Medium,100901
CUST17038,Chicken Sausage,Chicken,Medium,101125
CUST07808,Pepper Barbecue Chicken,Chicken,Large,101331
CUST16790,Indi Tandoori Paneer,Veg,Personal,101873
CUST01274,Farmhouse,Veg,Regular,102187
CUST13430,Chicken Dominator,Chicken,Medium,102518
CUST14208,Indi Tandoori Paneer,Veg,Medium,102711
CUST14420,Cheese n Corn,Veg,Personal,102745
CUST24978,Veg Extravaganza,Veg,Regular,103038
CUST15751,Margherita,Veg,Personal,104012
CUST08671,Farmhouse,Veg,Medium,104267
CUST04165,Chicken Dominator,Chicken,Large,104326
CUST13027,Cheese n Corn,Veg,Medium,104499
CUST16529,Pepper Barbecue Chicken,Chicken,Medium,105109
CUST15440,Farmhouse,Veg,Regular,105143
CUST14808,Margherita,Veg,Personal,105910
CUST01799,Cheese n Corn,Veg,Large,106019
CUST12912,Margherita,Veg,Personal,106123
CUST15010,Margherita,Veg,Medium,106393
CUST03048,Paneer Makhani,Veg,Large,106403
CUST18307,Cheese n Corn,Veg,Medium,108063
CUST12274,Pepper Barbecue Chicken,Chicken,Medium,108582
CUST12996,Cheese n Corn,Veg,Personal,108602
CUST13832,Farmhouse,Veg,Regular,108641
CUST20435,Margherita,Veg,Medium,109108
CUST18939,Chicken Dominator,Chicken,Regular,109255
CUST02149,Chicken Dominator,Chicken,Large,109366
CUST21176,Margherita,Veg,Regular,109579
CUST01532,Cheese n Corn,Veg,Medium,109840
CUST24342,Indi Chicken Tikka,Chicken,Personal,110155
CUST03842,Indi Tandoori Paneer,Veg,Medium,110316
CUST03530,Farmhouse,Veg,Personal,110416
CUST01003,Farmhouse,Veg,Medium,110876
CUST10772,Margherita,Veg,Regular,111026
CUST19960,Chicken Sausage,Chicken,Medium,111082
CUST15039,Pepper Barbecue Chicken,Chicken,Large,111203
CUST18734,Farmhouse,Veg,Medium,111256
CUST19566,Veg Extravaganza,Veg,Large,111271
CUST03081,Cheese n Corn,Veg,Medium,111445
CUST15299,Indi Chicken Tikka,Chicken,Large,112936
CUST16873,Pepper Barbecue Chicken,Chicken,Personal,113161
CUST14779,Chicken Sausage,Chicken,Large,113572
CUST10166,Veg Extravaganza,Veg,Personal,114161
CUST17840,Indi Tandoori Paneer,Veg,Large,115077
CUST06232,Indi Tandoori Paneer,Veg,Large,115340
CUST22677,Indi Chicken Tikka,Chicken,Medium,116145
CUST08847,Cheese n Corn,Veg,Medium,116190
CUST05357,Cheese n Corn,Veg,Regular,116548
CUST09721,Cheese n Corn,Veg,Large,116707
CUST24955,Cheese n Corn,Veg,Personal,116752
CUST15915,Chicken Dominator,Chicken,Personal,117071
CUST20422,Chicken Dominator,Chicken,Large,117391
CUST12563,Indi Tandoori Paneer,Veg,Large,117400
CUST22554,Chicken Sausage,Chicken,Regular,117976
CUST21200,Paneer Makhani,Veg,Medium,118044
CUST12756,Paneer Makhani,Veg,Personal,118385
CUST05187,Indi Chicken Tikka,Chicken,Personal,118404
CUST05236,Indi Chicken Tikka,Chicken,Personal,118467
CUST10246,Chicken Dominator,Chicken,Large,120879
CUST22133,Pepper Barbecue Chicken,Chicken,Regular,121005
CUST22788,Margherita,Veg,Large,121017
CUST05270,Cheese n Corn,Veg,Regular,121667
CUST10508,Chicken Dominator,Chicken,Regular,121829
CUST14725,Chicken Sausage,Chicken,Personal,121970
CUST07121,Chicken Sausage,Chicken,Medium,122134
CUST11830,Indi Tandoori Paneer,Veg,Large,122302
CUST02466,Farmhouse,Veg,Medium,122398
CUST15145,Margherita,Veg,Regular,122710
CUST03776,Pepper Barbecue Chicken,Chicken,Large,122991
CUST19842,Veg Extravaganza,Veg,Regular,123414
CUST16242,Cheese n Corn,Veg,Regular,123558
CUST22890,Pepper Barbecue Chicken,Chicken,Regular,123658
CUST22182,Farmhouse,Veg,Large,124575
CUST18451,Pepper Barbecue Chicken,Chicken,Large,125286
CUST16597,Chicken Dominator,Chicken,Medium,125587
CUST23702,Indi Chicken Tikka,Chicken,Regular,125597
CUST01858,Veg Extravaganza,Veg,Large,125639
CUST02343,Chicken Dominator,Chicken,Personal,125807
CUST07690,Margherita,Veg,Personal,126296
CUST14188,Farmhouse,Veg,Medium,126443
CUST19046,Indi Tandoori Paneer,Veg,Regular,126622
CUST09504,Chicken Sausage,Chicken,Medium,127173
CUST03573,Indi Chicken Tikka,Chicken,Medium,128036
CUST20363,Cheese n Corn,Veg,Medium,128222
CUST06583,Margherita,Veg,Regular,128975
CUST13492,Indi Tandoori Paneer,Veg,Regular,129848
CUST01775,Cheese n Corn,Veg,Large,130012
CUST19268,Chicken Dominator,Chicken,Personal,130649
CUST01173,Farmhouse,Veg,Large,130657
CUST07150,Margherita,Veg,Personal,131069
CUST23790,Chicken Sausage,Chicken,Medium,131593
CUST06256,Cheese n Corn,Veg,Personal,131763
CUST13208,Chicken Dominator,Chicken,Medium,131893
CUST14395,Veg Extravaganza,Veg,Large,132186
CUST11005,Chicken Dominator,Chicken,Regular,133047
CUST11736,Farmhouse,Veg,Medium,134255
CUST04193,Pepper Barbecue Chicken,Chicken,Personal,134377
CUST08599,Paneer Makhani,Veg,Large,135371
CUST21709,Indi Tandoori Paneer,Veg,Personal,135698
CUST22663,Indi Tandoori Paneer,Veg,Medium,135719
CUST12515,Chicken Sausage,Chicken,Medium,135996
CUST10698,Chicken Dominator,Chicken,Regular,136252
CUST01129,Chicken Dominator,Chicken,Large,136377
CUST01265,Chicken Dominator,Chicken,Large,136553
CUST13394,Chicken Dominator,Chicken,Medium,137544
CUST16291,Chicken Dominator,Chicken,Large,137682
CUST08074,Cheese n Corn,Veg,Large,137785
CUST18767,Indi Chicken Tikka,Chicken,Medium,137914
CUST04709,Pepper Barbecue Chicken,Chicken,Medium,138270
CUST03688,Margherita,Veg,Personal,138800
CUST10235,Pepper Barbecue Chicken,Chicken,Regular,138845
CUST10510,Farmhouse,Veg,Regular,139323
CUST10529,Chicken Sausage,Chicken,Personal,139627
CUST16031,Pepper Barbecue Chicken,Chicken,Medium,140212
CUST18218,Cheese n Corn,Veg,Regular,140234
CUST04919,Chicken Sausage,Chicken,Medium,140581
CUST23901,Pepper Barbecue Chicken,Chicken,Regular,140695
CUST21351,Paneer Makhani,Veg,Personal,141192
CUST03390,Indi Tandoori Paneer,Veg,Regular,141525
CUST11913,Cheese n Corn,Veg,Large,141821
CUST18754,Paneer Makhani,Veg,Large,141958
CUST24046,Margherita,Veg,Large,143072
CUST15055,Margherita,Veg,Large,143470
CUST07215,Veg Extravaganza,Veg,Large,143565
CUST16719,Paneer Makhani,Veg,Regular,144066
CUST08392,Indi Chicken Tikka,Chicken,Personal,144303
CUST14314,Pepper Barbecue Chicken,Chicken,Large,144657
CUST19294,Farmhouse,Veg,Large,145223
CUST13946,Margherita,Veg,Personal,145517
CUST02836,Farmhouse,Veg,Medium,146228
CUST12428,Cheese n Corn,Veg,Personal,146541
CUST09627,Margherita,Veg,Large,146837
CUST19187,Veg Extravaganza,Veg,Large,147014
CUST11280,Chicken Sausage,Chicken,Medium,147914
CUST12308,Farmhouse,Veg,Regular,148161
CUST19444,Indi Tandoori Paneer,Veg,Large,148257
CUST09271,Indi Tandoori Paneer,Veg,Medium,148506
CUST02203,Indi Chicken Tikka,Chicken,Personal,149758
CUST23893,Veg Extravaganza,Veg,Large,100337
CUST24239,Margherita,Veg,Personal,100457
CUST07510,Chicken Sausage,Chicken,Large,100474
CUST18962,Pepper Barbecue Chicken,Chicken,Personal,100578
CUST06547,Chicken Dominator,Chicken,Medium,101479
CUST24924,Chicken Sausage,Chicken,Personal,102313
CUST15709,Cheese n Corn,Veg,Large,102354
CUST22387,Cheese n Corn,Veg,Personal,102656
CUST05228,Indi Tandoori Paneer,Veg,Personal,102916
CUST16446,Indi Chicken Tikka,Chicken,Regular,103391
CUST15672,Indi Chicken Tikka,Chicken,Medium,103760
CUST06097,Indi Tandoori Paneer,Veg,Medium,104075
CUST20558,Veg Extravaganza,Veg,Large,104198
CUST24532,Pepper Barbecue Chicken,Chicken,Large,104242
CUST10097,Paneer Makhani,Veg,Personal,105362
CUST02344,Farmhouse,Veg,Medium,105655
CUST01602,Farmhouse,Veg,Personal,105691
CUST12923,Chicken Sausage,Chicken,Medium,106217
CUST05151,Chicken Sausage,Chicken,Regular,106268
CUST17584,Veg Extravaganza,Veg,Personal,106345
CUST16973,Paneer Makhani,Veg,Large,106951
CUST22837,Farmhouse,Veg,Large,107373
CUST03861,Indi Chicken Tikka,Chicken,Medium,107417
CUST03774,Paneer Makhani,Veg,Medium,108292
CUST12666,Chicken Dominator,Chicken,Medium,108339
CUST16806,Indi Tandoori Paneer,Veg,Personal,108755
CUST16360,Veg Extravaganza,Veg,Medium,108880
CUST09049,Indi Chicken Tikka,Chicken,Medium,109134
CUST18920,Pepper Barbecue Chicken,Chicken,Regular,109247
CUST05388,Cheese n Corn,Veg,Medium,109319
CUST09125,Cheese n Corn,Veg,Regular,109760
CUST12699,Veg Extravaganza,Veg,Large,110134
CUST15497,Farmhouse,Veg,Large,110224
CUST11926,Cheese n Corn,Veg,Personal,110468
CUST17439,Indi Tandoori Paneer,Veg,Medium,110701
CUST08435,Indi Tandoori Paneer,Veg,Personal,111036
CUST18308,Chicken Sausage,Chicken,Large,111114
CUST21891,Pepper Barbecue Chicken,Chicken,Medium,111546
CUST07197,Cheese n Corn,Veg,Personal,111805
CUST22964,Indi Tandoori Paneer,Veg,Medium,112254
CUST18575,Indi Chicken Tikka,Chicken,Personal,112333
CUST06233,Farmhouse,Veg,Regular,113441
CUST15817,Indi Chicken Tikka,Chicken,Personal,114097
CUST06867,Margherita,Veg,Regular,114145
CUST20188,Paneer Makhani,Veg,Medium,114173
CUST04693,Farmhouse,Veg,Personal,114647
CUST01180,Veg Extravaganza,Veg,Regular,114671
CUST12287,Cheese n Corn,Veg,Regular,115399
CUST07917,Indi Chicken Tikka,Chicken,Personal,115585
CUST07714,Cheese n Corn,Veg,Large,116030
CUST09238,Indi Tandoori Paneer,Veg,Regular,116623
CUST22209,Chicken Sausage,Chicken,Personal,116694
CUST03844,Farmhouse,Veg,Medium,116937
CUST15586,Chicken Sausage,Chicken,Large,117476
CUST15744,Chicken Dominator,Chicken,Large,117828
CUST20213,Pepper Barbecue Chicken,Chicken,Regular,118195
CUST20268,Indi Tandoori Paneer,Veg,Large,119259
CUST10611,Paneer Makhani,Veg,Large,119299
CUST14952,Pepper Barbecue Chicken,Chicken,Medium,119417
CUST21778,Cheese n Corn,Veg,Regular,119959
CUST04850,Paneer Makhani,Veg,Regular,120883
CUST03372,Veg Extravaganza,Veg,Medium,121211
CUST02308,Farmhouse,Veg,Personal,122262
CUST24167,Indi Tandoori Paneer,Veg,Personal,122335
CUST05032,Chicken Dominator,Chicken,Large,122476
CUST01349,Indi Chicken Tikka,Chicken,Medium,122885
CUST22240,Margherita,Veg,Personal,123408
CUST07665,Pepper Barbecue Chicken,Chicken,Medium,123591
CUST11971,Veg Extravaganza,Veg,Regular,124145
CUST19727,Margherita,Veg,Personal,124289
CUST03202,Indi Chicken Tikka,Chicken,Regular,124299
CUST21541,Veg Extravaganza,Veg,Regular,124529
CUST24062,Paneer Makhani,Veg,Large,124614
CUST13337,Margherita,Veg,Personal,125454
CUST02210,Chicken Sausage,Chicken,Regular,125458
CUST03845,Indi Tandoori Paneer,Veg,Large,125643
CUST07136,Cheese n Corn,Veg,Personal,126088
CUST01372,Indi Chicken Tikka,Chicken,Personal,126551
CUST08575,Paneer Makhani,Veg,Personal,126792
CUST24408,Chicken Dominator,Chicken,Large,126858
CUST17023,Cheese n Corn,Veg,Medium,127549
CUST22824,Chicken Sausage,Chicken,Medium,127758
CUST19306,Pepper Barbecue Chicken,Chicken,Medium,127914
CUST21599,Margherita,Veg,Medium,128043
CUST05108,Farmhouse,Veg,Personal,128304
CUST17389,Indi Chicken Tikka,Chicken,Medium,128370
CUST09429,Pepper Barbecue Chicken,Chicken,Large,128505
CUST05802,Chicken Sausage,Chicken,Medium,128590
CUST13098,Indi Tandoori Paneer,Veg,Medium,129367
CUST14590,Chicken Sausage,Chicken,Large,129649
CUST16230,Pepper Barbecue Chicken,Chicken,Personal,130048
CUST04611,Indi Tandoori Paneer,Veg,Personal,130294
CUST04276,Cheese n Corn,Veg,Medium,130350
CUST12989,Chicken Sausage,Chicken,Regular,130765
CUST01022,Cheese n Corn,Veg,Regular,130936
CUST06738,Paneer Makhani,Veg,Medium,133551
CUST13559,Chicken Sausage,Chicken,Regular,133671
CUST22840,Chicken Dominator,Chicken,Large,134273
CUST15147,Chicken Sausage,Chicken,Medium,134849
CUST09002,Cheese n Corn,Veg,Personal,135120
CUST05238,Chicken Dominator,Chicken,Medium,135779
CUST10624,Chicken Sausage,Chicken,Large,135874
CUST22960,Chicken Dominator,Chicken,Medium,135995
CUST11584,Pepper Barbecue Chicken,Chicken,Regular,136149
CUST18995,Paneer Makhani,Veg,Personal,136491
CUST09265,Margherita,Veg,Personal,136532
CUST15571,Farmhouse,Veg,Medium,136675
CUST23267,Indi Chicken Tikka,Chicken,Large,137560
CUST09189,Indi Chicken Tikka,Chicken,Medium,138873
CUST15494,Pepper Barbecue Chicken,Chicken,Personal,139271
CUST09823,Chicken Sausage,Chicken,Medium,139445
CUST03003,Chicken Dominator,Chicken,Medium,139502
CUST04178,Farmhouse,Veg,Large,140593
CUST10115,Farmhouse,Veg,Regular,140916
CUST19932,Pepper Barbecue Chicken,Chicken,Large,141557
CUST01788,Indi Tandoori Paneer,Veg,Medium,141998
CUST24007,Pepper Barbecue Chicken,Chicken,Personal,142247
CUST23027,Paneer Makhani,Veg,Large,142795
CUST20889,Chicken Dominator,Chicken,Large,143262
CUST05824,Chicken Sausage,Chicken,Large,143859
CUST15037,Farmhouse,Veg,Medium,144165
CUST12180,Farmhouse,Veg,Regular,144223
CUST06046,Farmhouse,Veg,Large,144788
CUST15813,Veg Extravaganza,Veg,Personal,145306
CUST06688,Veg Extravaganza,Veg,Large,145364
CUST10971,Cheese n Corn,Veg,Personal,145693
CUST13603,Margherita,Veg,Personal,147154
CUST24118,Veg Extravaganza,Veg,Large,147363
CUST15761,Chicken Sausage,Chicken,Large,147673
CUST05005,Farmhouse,Veg,Personal,148430
CUST13438,Farmhouse,Veg,Large,148645
CUST07424,Indi Chicken Tikka,Chicken,Personal,148763
CUST20384,Margherita,Veg,Personal,149113
CUST15997,Cheese n Corn,Veg,Medium,149358
CUST12586,Chicken Sausage,Chicken,Large,149365
CUST14149,Chicken Sausage,Chicken,Personal,149375
CUST08323,Indi Chicken Tikka,Chicken,Regular,149884
CUST20968,Paneer Makhani,Veg,Medium,100175
CUST03405,Indi Tandoori Paneer,Veg,Medium,100294
CUST15999,Margherita,Veg,Personal,100311
CUST10124,Margherita,Veg,Medium,100511
CUST19057,Chicken Dominator,Chicken,Large,101166
CUST22455,Pepper Barbecue Chicken,Chicken,Medium,101611
CUST24063,Veg Extravaganza,Veg,Large,102188
CUST07305,Chicken Sausage,Chicken,Regular,102293
CUST24237,Veg Extravaganza,Veg,Medium,102611
CUST05410,Margherita,Veg,Medium,103376
CUST17100,Cheese n Corn,Veg,Large,103538
CUST22315,Margherita,Veg,Large,103692
CUST17047,Pepper Barbecue Chicken,Chicken,Medium,103811
CUST20598,Veg Extravaganza,Veg,Medium,104096
CUST14688,Cheese n Corn,Veg,Medium,105401
CUST18915,Indi Tandoori Paneer,Veg,Medium,106434
CUST14320,Indi Chicken Tikka,Chicken,Regular,107066
CUST13459,Margherita,Veg,Large,107326
CUST14881,Indi Tandoori Paneer,Veg,Large,107459
CUST21845,Cheese n Corn,Veg,Medium,107902
CUST05956,Cheese n Corn,Veg,Personal,108038
CUST23910,Farmhouse,Veg,Regular,108341
CUST03865,Veg Extravaganza,Veg,Regular,108432
CUST16280,Paneer Makhani,Veg,Personal,108948
CUST17004,Veg Extravaganza,Veg,Large,109619
CUST09246,Indi Chicken Tikka,Chicken,Regular,110894
CUST23708,Indi Tandoori Paneer,Veg,Medium,111186
CUST13761,Paneer Makhani,Veg,Regular,111229
CUST12756,Paneer Makhani,Veg,Personal,111853
CUST20435,Chicken Sausage,Chicken,Large,112134
CUST21559,Indi Chicken Tikka,Chicken,Personal,113061
CUST10800,Cheese n Corn,Veg,Regular,113078
CUST05321,Chicken Sausage,Chicken,Medium,114033
CUST17957,Pepper Barbecue Chicken,Chicken,Personal,114927
CUST19415,Chicken Dominator,Chicken,Large,115039
CUST18743,Pepper Barbecue Chicken,Chicken,Medium,115414
CUST18766,Margherita,Veg,Medium,115519
CUST04085,Veg Extravaganza,Veg,Personal,116388
CUST10235,Cheese n Corn,Veg,Personal,116804
CUST09351,Cheese n Corn,Veg,Medium,117211
CUST18586,Veg Extravaganza,Veg,Personal,117372
CUST12337,Chicken Dominator,Chicken,Medium,117512
CUST08918,Paneer Makhani,Veg,Personal,118538
CUST20786,Cheese n Corn,Veg,Medium,118542
CUST21561,Cheese n Corn,Veg,Large,119103
CUST10650,Indi Chicken Tikka,Chicken,Large,119182
CUST02266,Paneer Makhani,Veg,Personal,119218
CUST17148,Veg Extravaganza,Veg,Medium,119429
CUST06934,Cheese n Corn,Veg,Regular,119643
CUST18339,Indi Tandoori Paneer,Veg,Large,119812
CUST10837,Pepper Barbecue Chicken,Chicken,Regular,120300
CUST21403,Chicken Dominator,Chicken,Large,120480
CUST10261,Indi Chicken Tikka,Chicken,Large,120554
CUST10008,Paneer Makhani,Veg,Large,121557
CUST01685,Cheese n Corn,Veg,Medium,122151
CUST13910,Chicken Sausage,Chicken,Large,122584
CUST21541,Chicken Dominator,Chicken,Large,122696
CUST14622,Paneer Makhani,Veg,Medium,122864
CUST21664,Pepper Barbecue Chicken,Chicken,Large,122907
CUST03652,Chicken Sausage,Chicken,Medium,122971
CUST10899,Cheese n Corn,Veg,Large,123186
CUST23634,Paneer Makhani,Veg,Regular,123433
CUST17948,Cheese n Corn,Veg,Medium,123452
CUST04219,Pepper Barbecue Chicken,Chicken,Regular,123787
CUST23581,Indi Tandoori Paneer,Veg,Large,124134
CUST18032,Paneer Makhani,Veg,Medium,124216
